Date,Hospital,State,Daily,Blood_a,Blood_b,Blood_o,Blood_ab,Location_centre,Location_mobile,Type_wholeblood,Type_apheresis_platelet,Type_apheresis_plasma,Type_other,Social_civilian,Social_student,Social_policearmy,Donations_new,Donations_regular,Donations_irregular
4/9/2023,Hospital Tengku Ampuan Afzan,Pahang,7,1,2,4,0,7,0,7,0,0,0,7,0,0,0,7,0
4/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,9,1,2,4,2,9,0,9,0,0,0,9,0,0,2,7,0
4/9/2023,Hospital Seberang Jaya,Pulau Pinang,11,3,3,5,0,6,5,11,0,0,0,10,1,0,2,8,1
4/9/2023,Hospital Pulau Pinang,Pulau Pinang,53,22,18,10,3,15,38,53,0,0,0,51,2,0,22,18,13
4/9/2023,Hospital Raja Permaisuri Bainun,Perak,36,8,9,18,1,15,21,31,5,0,0,30,4,2,5,26,5
4/9/2023,Hospital Taiping,Perak,12,3,2,5,2,12,0,12,0,0,0,12,0,0,1,10,1
4/9/2023,Hospital Seri Manjung,Perak,2,1,1,0,0,2,0,2,0,0,0,2,0,0,0,2,0
4/9/2023,Hospital Tengku Ampuan Rahimah,Selangor,22,5,5,11,1,22,0,22,0,0,0,20,2,0,5,14,3
4/9/2023,Hospital Sultanah Nur Zahirah,Terengganu,91,29,23,29,10,6,85,91,0,0,0,14,77,0,29,55,7
4/9/2023,Hospital Queen Elizabeth II,Sabah,16,1,2,11,2,3,13,15,1,0,0,16,0,0,1,14,1
4/9/2023,Hospital Duchess Of Kent,Sabah,6,1,2,3,0,6,0,6,0,0,0,6,0,0,0,5,1
4/9/2023,Hospital Tawau,Sabah,8,2,1,5,0,8,0,8,0,0,0,8,0,0,1,5,2
4/9/2023,Hospital Umum Sarawak,Sarawak,34,8,5,19,2,34,0,34,0,0,0,33,1,0,0,30,4
4/9/2023,Hospital Miri,Sarawak,8,0,4,4,0,8,0,8,0,0,0,6,2,0,0,7,1
4/9/2023,Hospital Sibu,Sarawak,8,3,3,2,0,8,0,8,0,0,0,8,0,0,1,7,0
4/9/2023,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),295,68,77,122,28,111,184,272,14,9,0,273,17,5,26,197,72
5/9/2023,Hospital Sultanah Nora Ismail,Johor,3,1,1,1,0,3,0,3,0,0,0,3,0,0,1,2,0
5/9/2023,Hospital Sultanah Aminah,Johor,83,22,24,28,9,21,62,83,0,0,0,77,5,1,25,47,11
5/9/2023,Hospital Sultanah Bahiyah,Kedah,74,15,20,30,9,16,58,73,1,0,0,64,7,3,10,53,11
5/9/2023,Hospital Raja Perempuan Zainab II,Kelantan,14,6,2,5,1,14,0,13,1,0,0,11,3,0,0,12,2
5/9/2023,Hospital Melaka,Melaka,88,30,19,35,4,14,74,87,1,0,0,86,2,0,9,51,28
5/9/2023,Hospital Tuanku Jaafar,Negeri Sembilan,22,5,7,10,0,22,0,22,0,0,0,19,3,0,0,21,1
5/9/2023,Hospital Tengku Ampuan Afzan,Pahang,41,13,12,15,1,15,26,41,0,0,0,31,9,1,9,31,1
5/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,54,13,20,20,0,5,49,54,0,0,0,23,2,29,6,33,15
5/9/2023,Hospital Seberang Jaya,Pulau Pinang,13,2,5,6,0,7,6,13,0,0,0,13,0,0,3,9,1
5/9/2023,Hospital Pulau Pinang,Pulau Pinang,49,12,12,23,2,33,16,49,0,0,0,46,3,0,5,34,10
5/9/2023,Hospital Raja Permaisuri Bainun,Perak,42,7,16,16,3,14,28,38,4,0,0,27,14,1,8,26,8
5/9/2023,Hospital Taiping,Perak,82,14,33,26,9,9,73,82,0,0,0,25,57,0,51,26,5
5/9/2023,Hospital Seri Manjung,Perak,6,0,1,5,0,6,0,6,0,0,0,4,1,1,0,6,0
5/9/2023,Hospital Tengku Ampuan Rahimah,Selangor,75,22,23,30,0,10,65,75,0,0,0,69,6,0,15,40,20
5/9/2023,Hospital Sultanah Nur Zahirah,Terengganu,36,11,9,15,1,10,26,36,0,0,0,35,1,0,0,33,3
5/9/2023,Hospital Queen Elizabeth II,Sabah,46,10,10,22,4,11,35,44,2,0,0,44,0,2,7,36,3
5/9/2023,Hospital Duchess Of Kent,Sabah,6,0,0,6,0,1,5,6,0,0,0,6,0,0,0,6,0
5/9/2023,Hospital Tawau,Sabah,2,0,1,1,0,2,0,2,0,0,0,2,0,0,0,2,0
5/9/2023,Hospital Umum Sarawak,Sarawak,31,8,6,16,1,31,0,29,2,0,0,30,1,0,1,28,2
5/9/2023,Hospital Miri,Sarawak,10,4,1,3,2,10,0,10,0,0,0,10,0,0,0,9,1
5/9/2023,Hospital Sibu,Sarawak,4,1,1,2,0,4,0,4,0,0,0,4,0,0,0,4,0
5/9/2023,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),351,100,80,146,25,109,242,336,11,4,0,315,27,9,35,233,83
6/9/2023,Hospital Sultanah Nora Ismail,Johor,8,2,1,4,1,8,0,7,1,0,0,8,0,0,0,8,0
6/9/2023,Hospital Sultanah Aminah,Johor,64,21,18,24,1,18,46,64,0,0,0,62,1,1,19,33,12
6/9/2023,Hospital Sultanah Bahiyah,Kedah,48,13,10,24,1,7,41,48,0,0,0,39,8,1,13,27,8
6/9/2023,Hospital Raja Perempuan Zainab II,Kelantan,44,13,11,15,5,17,27,44,0,0,0,38,6,0,8,31,5
6/9/2023,Hospital Melaka,Melaka,59,15,16,23,5,15,44,58,1,0,0,50,9,0,7,47,5
6/9/2023,Hospital Tuanku Jaafar,Negeri Sembilan,152,29,56,67,0,18,134,152,0,0,0,67,7,78,81,23,48
6/9/2023,Hospital Tengku Ampuan Afzan,Pahang,7,3,3,1,0,7,0,7,0,0,0,6,1,0,0,7,0
6/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,8,2,0,5,1,8,0,7,1,0,0,7,1,0,0,8,0
6/9/2023,Hospital Seberang Jaya,Pulau Pinang,39,10,11,14,4,7,32,39,0,0,0,33,6,0,6,25,8
6/9/2023,Hospital Pulau Pinang,Pulau Pinang,135,40,30,59,6,37,98,132,3,0,0,118,17,0,27,49,59
6/9/2023,Hospital Raja Permaisuri Bainun,Perak,65,18,21,23,3,11,54,61,4,0,0,37,27,1,10,41,14
6/9/2023,Hospital Taiping,Perak,101,17,32,46,6,9,92,101,0,0,0,22,79,0,33,66,2
6/9/2023,Hospital Seri Manjung,Perak,3,1,1,1,0,3,0,3,0,0,0,3,0,0,0,3,0
6/9/2023,Hospital Tengku Ampuan Rahimah,Selangor,49,11,10,28,0,2,47,49,0,0,0,47,2,0,8,29,12
6/9/2023,Hospital Sultanah Nur Zahirah,Terengganu,114,25,29,52,8,7,107,114,0,0,0,99,7,8,32,61,21
6/9/2023,Hospital Queen Elizabeth II,Sabah,21,2,6,12,1,2,19,21,0,0,0,18,2,1,6,15,0
6/9/2023,Hospital Duchess Of Kent,Sabah,16,7,5,4,0,6,10,16,0,0,0,14,1,1,2,11,3
6/9/2023,Hospital Tawau,Sabah,41,10,16,11,4,6,35,41,0,0,0,22,19,0,21,13,7
6/9/2023,Hospital Umum Sarawak,Sarawak,45,11,10,21,3,25,20,45,0,0,0,44,1,0,8,30,7
6/9/2023,Hospital Miri,Sarawak,10,2,3,4,1,10,0,10,0,0,0,10,0,0,0,8,2
6/9/2023,Hospital Sibu,Sarawak,10,3,2,4,1,10,0,10,0,0,0,10,0,0,2,8,0
6/9/2023,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),388,114,94,160,19,108,280,366,15,7,0,349,37,2,63,239,86
7/9/2023,Hospital Sultanah Nora Ismail,Johor,5,1,2,2,0,5,0,5,0,0,0,5,0,0,1,3,1
7/9/2023,Hospital Sultanah Aminah,Johor,109,28,24,53,4,19,90,109,0,0,0,101,6,2,23,69,17
7/9/2023,Hospital Sultanah Bahiyah,Kedah,28,6,8,13,1,1,27,28,0,0,0,24,4,0,17,9,2
7/9/2023,Hospital Raja Perempuan Zainab II,Kelantan,51,16,13,21,1,22,29,50,1,0,0,44,7,0,1,42,8
7/9/2023,Hospital Melaka,Melaka,11,1,3,7,0,11,0,10,1,0,0,11,0,0,0,11,0
7/9/2023,Hospital Tuanku Jaafar,Negeri Sembilan,59,12,20,26,1,34,25,59,0,0,0,56,3,0,7,45,7
7/9/2023,Hospital Tengku Ampuan Afzan,Pahang,72,17,22,28,5,7,65,72,0,0,0,11,61,0,39,33,0
7/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,5,1,2,1,1,5,0,5,0,0,0,5,0,0,0,4,1
7/9/2023,Hospital Seberang Jaya,Pulau Pinang,63,14,20,19,10,8,55,63,0,0,0,62,1,0,11,42,10
7/9/2023,Hospital Pulau Pinang,Pulau Pinang,42,12,8,21,1,36,6,40,2,0,0,38,4,0,2,32,8
7/9/2023,Hospital Raja Permaisuri Bainun,Perak,56,21,18,14,3,21,35,50,6,0,0,28,27,1,13,42,1
7/9/2023,Hospital Taiping,Perak,36,8,11,12,5,7,29,36,0,0,0,32,4,0,7,15,14
7/9/2023,Hospital Seri Manjung,Perak,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0
7/9/2023,Hospital Tengku Ampuan Rahimah,Selangor,60,17,15,27,1,17,43,60,0,0,0,55,5,0,16,23,21
7/9/2023,Hospital Sultanah Nur Zahirah,Terengganu,9,3,4,2,0,9,0,6,3,0,0,8,0,1,1,8,0
7/9/2023,Hospital Queen Elizabeth II,Sabah,106,25,33,45,3,1,105,106,0,0,0,73,33,0,61,23,22
7/9/2023,Hospital Duchess Of Kent,Sabah,5,0,1,4,0,2,3,5,0,0,0,5,0,0,3,2,0
7/9/2023,Hospital Tawau,Sabah,44,14,5,17,8,6,38,44,0,0,0,41,1,2,15,17,12
7/9/2023,Hospital Umum Sarawak,Sarawak,56,11,21,22,2,25,31,55,1,0,0,55,1,0,5,45,6
7/9/2023,Hospital Miri,Sarawak,25,5,7,12,1,4,21,25,0,0,0,24,1,0,6,17,2
7/9/2023,Hospital Sibu,Sarawak,6,2,2,2,0,6,0,5,1,0,0,6,0,0,0,6,0
7/9/2023,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),564,134,163,234,33,103,461,539,13,12,0,512,49,3,123,269,172
8/9/2023,Hospital Sultanah Nora Ismail,Johor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/2023,Hospital Sultanah Aminah,Johor,62,22,14,24,2,0,62,62,0,0,0,58,4,0,16,29,17
8/9/2023,Hospital Sultanah Bahiyah,Kedah,55,13,17,23,2,0,55,55,0,0,0,51,4,0,10,34,11
8/9/2023,Hospital Raja Perempuan Zainab II,Kelantan,28,6,5,14,3,0,28,28,0,0,0,26,1,1,3,23,2
8/9/2023,Hospital Melaka,Melaka,12,3,1,8,0,12,0,11,1,0,0,11,1,0,0,12,0
8/9/2023,Hospital Tuanku Jaafar,Negeri Sembilan,21,3,5,13,0,21,0,21,0,0,0,18,3,0,0,19,2
8/9/2023,Hospital Tengku Ampuan Afzan,Pahang,14,3,6,5,0,14,0,14,0,0,0,12,2,0,2,11,1
8/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,4,3,0,1,0,4,0,4,0,0,0,4,0,0,0,3,1
8/9/2023,Hospital Seberang Jaya,Pulau Pinang,6,0,1,5,0,6,0,6,0,0,0,4,2,0,2,4,0
8/9/2023,Hospital Pulau Pinang,Pulau Pinang,32,13,6,10,3,32,0,31,1,0,0,30,2,0,1,27,4
8/9/2023,Hospital Raja Permaisuri Bainun,Perak,49,7,12,21,9,21,28,43,6,0,0,41,7,1,4,41,4
8/9/2023,Hospital Taiping,Perak,7,1,2,4,0,7,0,7,0,0,0,7,0,0,1,5,1
8/9/2023,Hospital Seri Manjung,Perak,2,1,0,1,0,2,0,2,0,0,0,2,0,0,0,2,0
8/9/2023,Hospital Tengku Ampuan Rahimah,Selangor,36,10,10,16,0,3,33,36,0,0,0,34,2,0,14,5,17
8/9/2023,Hospital Sultanah Nur Zahirah,Terengganu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/9/2023,Hospital Queen Elizabeth II,Sabah,19,7,1,8,3,4,15,19,0,0,0,18,1,0,3,14,2
8/9/2023,Hospital Duchess Of Kent,Sabah,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1
8/9/2023,Hospital Tawau,Sabah,3,0,2,1,0,3,0,3,0,0,0,3,0,0,0,3,0
8/9/2023,Hospital Umum Sarawak,Sarawak,24,6,8,8,2,24,0,23,1,0,0,24,0,0,3,20,1
8/9/2023,Hospital Miri,Sarawak,5,0,1,1,3,5,0,5,0,0,0,4,0,1,1,3,1
8/9/2023,Hospital Sibu,Sarawak,5,0,2,3,0,5,0,5,0,0,0,5,0,0,0,5,0
8/9/2023,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),277,55,79,122,20,121,156,250,12,15,0,246,26,5,28,217,32
9/9/2023,Hospital Sultanah Nora Ismail,Johor,20,3,9,7,1,0,20,20,0,0,0,19,1,0,2,15,3
9/9/2023,Hospital Sultanah Aminah,Johor,142,38,32,66,6,0,142,142,0,0,0,128,14,0,38,73,31
9/9/2023,Hospital Sultanah Bahiyah,Kedah,77,19,21,31,6,0,77,77,0,0,0,59,16,2,26,43,8
9/9/2023,Hospital Raja Perempuan Zainab II,Kelantan,31,10,5,14,2,0,31,31,0,0,0,26,3,2,11,11,9
9/9/2023,Hospital Melaka,Melaka,97,22,28,40,7,5,92,96,1,0,0,91,5,1,3,83,11
9/9/2023,Hospital Tuanku Jaafar,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2023,Hospital Tengku Ampuan Afzan,Pahang,51,6,19,20,6,0,51,51,0,0,0,47,4,0,11,35,5
9/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,17,3,3,8,3,0,17,17,0,0,0,17,0,0,5,8,4
9/9/2023,Hospital Seberang Jaya,Pulau Pinang,17,4,8,4,1,0,17,17,0,0,0,16,1,0,2,13,2
9/9/2023,Hospital Pulau Pinang,Pulau Pinang,176,40,36,89,11,0,176,176,0,0,0,168,2,6,33,98,45
9/9/2023,Hospital Raja Permaisuri Bainun,Perak,96,19,27,38,12,0,96,96,0,0,0,67,29,0,21,62,13
9/9/2023,Hospital Taiping,Perak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2023,Hospital Seri Manjung,Perak,37,7,10,19,1,0,37,37,0,0,0,29,7,1,6,26,5
9/9/2023,Hospital Tengku Ampuan Rahimah,Selangor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/9/2023,Hospital Sultanah Nur Zahirah,Terengganu,45,10,12,21,2,0,45,45,0,0,0,34,10,1,7,33,5
9/9/2023,Hospital Queen Elizabeth II,Sabah,61,12,17,29,3,0,61,61,0,0,0,57,3,1,17,33,11
9/9/2023,Hospital Duchess Of Kent,Sabah,59,16,13,26,4,0,59,59,0,0,0,57,2,0,20,36,3
9/9/2023,Hospital Tawau,Sabah,16,4,2,9,1,0,16,16,0,0,0,16,0,0,0,14,2
9/9/2023,Hospital Umum Sarawak,Sarawak,106,27,34,35,10,0,106,106,0,0,0,98,7,1,19,68,19
9/9/2023,Hospital Miri,Sarawak,42,7,12,20,3,0,42,42,0,0,0,41,0,1,8,30,4
9/9/2023,Hospital Sibu,Sarawak,18,4,3,7,4,0,18,18,0,0,0,15,2,1,2,14,2
9/9/2023,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),753,181,227,306,39,197,556,723,15,15,0,659,87,7,107,515,131
10/9/2023,Hospital Sultanah Nora Ismail,Johor,69,15,23,27,4,11,58,69,0,0,0,64,4,1,4,50,15
10/9/2023,Hospital Sultanah Aminah,Johor,200,47,52,92,9,54,146,200,0,0,0,185,14,1,37,139,24
10/9/2023,Hospital Sultanah Bahiyah,Kedah,27,7,9,10,1,9,18,27,0,0,0,16,11,0,2,20,5
10/9/2023,Hospital Raja Perempuan Zainab II,Kelantan,42,8,12,16,6,26,16,42,0,0,0,38,4,0,10,23,9
10/9/2023,Hospital Melaka,Melaka,128,30,32,58,8,0,128,128,0,0,0,121,6,1,25,86,17
10/9/2023,Hospital Tuanku Jaafar,Negeri Sembilan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/2023,Hospital Tengku Ampuan Afzan,Pahang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/2023,Hospital Seberang Jaya,Pulau Pinang,111,41,29,35,6,0,111,111,0,0,0,107,4,0,14,77,20
10/9/2023,Hospital Pulau Pinang,Pulau Pinang,211,57,50,90,14,0,211,211,0,0,0,200,11,0,21,165,25
10/9/2023,Hospital Raja Permaisuri Bainun,Perak,93,24,29,37,3,0,93,93,0,0,0,87,5,1,14,64,15
10/9/2023,Hospital Taiping,Perak,52,18,13,19,2,0,52,52,0,0,0,46,4,2,5,41,6
10/9/2023,Hospital Seri Manjung,Perak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/9/2023,Hospital Tengku Ampuan Rahimah,Selangor,144,42,45,57,0,0,144,144,0,0,0,132,12,0,23,84,37
10/9/2023,Hospital Sultanah Nur Zahirah,Terengganu,34,15,9,9,1,7,27,34,0,0,0,17,17,0,15,15,4
10/9/2023,Hospital Queen Elizabeth II,Sabah,288,59,70,147,12,0,288,288,0,0,0,279,3,6,70,160,58
10/9/2023,Hospital Duchess Of Kent,Sabah,46,14,9,18,5,0,46,46,0,0,0,44,2,0,10,31,5
10/9/2023,Hospital Tawau,Sabah,53,11,17,19,6,0,53,53,0,0,0,51,1,1,18,26,9
10/9/2023,Hospital Umum Sarawak,Sarawak,109,29,32,43,5,0,109,109,0,0,0,107,2,0,17,83,9
10/9/2023,Hospital Miri,Sarawak,94,22,27,37,8,0,94,94,0,0,0,87,6,1,19,70,5
10/9/2023,Hospital Sibu,Sarawak,82,25,16,36,5,0,82,82,0,0,0,75,7,0,5,70,7
10/9/2023,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),948,239,235,412,62,157,791,948,0,0,0,867,77,4,129,687,132
11/9/2023,Hospital Sultanah Nora Ismail,Johor,8,3,2,3,0,8,0,8,0,0,0,7,1,0,1,6,1
11/9/2023,Hospital Sultanah Aminah,Johor,59,11,14,31,3,21,38,59,0,0,0,52,6,1,11,39,9
11/9/2023,Hospital Sultanah Bahiyah,Kedah,27,11,8,6,2,17,10,27,0,0,0,24,3,0,6,16,5
11/9/2023,Hospital Raja Perempuan Zainab II,Kelantan,65,27,11,23,4,17,48,64,1,0,0,63,2,0,18,37,10
11/9/2023,Hospital Melaka,Melaka,22,4,10,7,1,22,0,21,1,0,0,18,4,0,3,19,0
11/9/2023,Hospital Tuanku Jaafar,Negeri Sembilan,79,22,25,30,2,32,47,79,0,0,0,73,6,0,27,28,24
11/9/2023,Hospital Tengku Ampuan Afzan,Pahang,11,1,5,5,0,11,0,9,2,0,0,11,0,0,1,9,1
11/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,7,1,2,4,0,7,0,7,0,0,0,5,2,0,0,6,1
11/9/2023,Hospital Seberang Jaya,Pulau Pinang,15,8,3,4,0,11,4,15,0,0,0,15,0,0,1,11,3
11/9/2023,Hospital Pulau Pinang,Pulau Pinang,75,20,28,26,1,46,29,72,3,0,0,70,5,0,25,45,5
11/9/2023,Hospital Raja Permaisuri Bainun,Perak,28,9,11,8,0,13,15,25,3,0,0,27,1,0,4,19,5
11/9/2023,Hospital Taiping,Perak,16,2,7,7,0,16,0,16,0,0,0,16,0,0,2,14,0
11/9/2023,Hospital Seri Manjung,Perak,3,0,2,1,0,3,0,3,0,0,0,1,2,0,0,3,0
11/9/2023,Hospital Tengku Ampuan Rahimah,Selangor,53,9,19,21,4,7,46,53,0,0,0,46,7,0,18,10,25
11/9/2023,Hospital Sultanah Nur Zahirah,Terengganu,30,5,11,12,2,6,24,30,0,0,0,23,7,0,3,21,6
11/9/2023,Hospital Queen Elizabeth II,Sabah,34,7,14,12,1,7,27,34,0,0,0,32,2,0,7,21,6
11/9/2023,Hospital Duchess Of Kent,Sabah,3,1,0,2,0,3,0,3,0,0,0,2,1,0,0,3,0
11/9/2023,Hospital Tawau,Sabah,8,1,4,2,1,8,0,8,0,0,0,5,3,0,1,7,0
11/9/2023,Hospital Umum Sarawak,Sarawak,32,9,9,13,1,32,0,32,0,0,0,29,3,0,4,23,5
11/9/2023,Hospital Miri,Sarawak,8,2,3,3,0,8,0,8,0,0,0,8,0,0,1,6,1
11/9/2023,Hospital Sibu,Sarawak,6,2,1,3,0,6,0,6,0,0,0,5,1,0,0,5,1
11/9/2023,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),411,91,109,188,23,140,271,385,14,12,0,368,35,8,64,288,59
12/9/2023,Hospital Sultanah Nora Ismail,Johor,8,3,1,3,1,8,0,8,0,0,0,8,0,0,2,5,1
12/9/2023,Hospital Sultanah Aminah,Johor,77,17,17,40,3,31,46,77,0,0,0,71,5,1,11,49,17
12/9/2023,Hospital Sultanah Bahiyah,Kedah,33,3,15,14,1,15,18,33,0,0,0,22,10,1,11,17,5
12/9/2023,Hospital Raja Perempuan Zainab II,Kelantan,75,17,22,29,7,14,61,75,0,0,0,42,33,0,35,27,13
12/9/2023,Hospital Melaka,Melaka,114,32,22,54,6,14,100,114,0,0,0,78,36,0,43,63,8
12/9/2023,Hospital Tuanku Jaafar,Negeri Sembilan,20,4,7,9,0,20,0,20,0,0,0,20,0,0,3,16,1
12/9/2023,Hospital Tengku Ampuan Afzan,Pahang,10,3,1,4,2,10,0,9,1,0,0,10,0,0,1,9,0
12/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,13,3,2,8,0,13,0,13,0,0,0,13,0,0,1,12,0
12/9/2023,Hospital Seberang Jaya,Pulau Pinang,13,3,2,8,0,4,9,13,0,0,0,13,0,0,3,8,2
12/9/2023,Hospital Pulau Pinang,Pulau Pinang,132,30,40,57,5,35,97,132,0,0,0,118,13,1,33,67,32
12/9/2023,Hospital Raja Permaisuri Bainun,Perak,64,22,17,22,3,9,55,61,3,0,0,63,1,0,6,51,7
12/9/2023,Hospital Taiping,Perak,23,6,8,8,1,13,10,23,0,0,0,21,2,0,3,19,1
12/9/2023,Hospital Seri Manjung,Perak,21,6,5,10,0,2,19,21,0,0,0,20,1,0,3,16,2
12/9/2023,Hospital Tengku Ampuan Rahimah,Selangor,71,21,18,24,8,10,61,71,0,0,0,64,6,1,38,16,17
12/9/2023,Hospital Sultanah Nur Zahirah,Terengganu,112,36,34,32,10,13,99,111,1,0,0,106,6,0,35,52,25
12/9/2023,Hospital Queen Elizabeth II,Sabah,33,10,4,17,2,3,30,33,0,0,0,29,3,1,6,19,8
12/9/2023,Hospital Duchess Of Kent,Sabah,33,7,9,13,4,4,29,33,0,0,0,29,0,4,6,21,6
12/9/2023,Hospital Tawau,Sabah,6,1,1,4,0,6,0,6,0,0,0,6,0,0,1,4,1
12/9/2023,Hospital Umum Sarawak,Sarawak,32,12,12,6,2,32,0,32,0,0,0,30,2,0,6,25,1
12/9/2023,Hospital Miri,Sarawak,13,2,5,5,1,13,0,13,0,0,0,12,1,0,0,11,2
12/9/2023,Hospital Sibu,Sarawak,8,4,1,3,0,8,0,8,0,0,0,8,0,0,0,8,0
12/9/2023,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),399,102,99,173,24,101,298,378,14,7,0,359,36,4,40,286,73
13/9/2023,Hospital Sultanah Nora Ismail,Johor,28,7,7,14,0,8,20,28,0,0,0,28,0,0,2,16,10
13/9/2023,Hospital Sultanah Aminah,Johor,110,26,27,51,6,38,72,110,0,0,0,104,3,3,31,58,21
13/9/2023,Hospital Sultanah Bahiyah,Kedah,46,12,15,17,2,13,33,45,1,0,0,35,11,0,8,34,4
13/9/2023,Hospital Raja Perempuan Zainab II,Kelantan,64,18,24,17,5,13,51,64,0,0,0,52,11,1,26,30,8
13/9/2023,Hospital Melaka,Melaka,140,35,32,65,8,25,115,139,1,0,0,89,50,1,54,79,7
13/9/2023,Hospital Tuanku Jaafar,Negeri Sembilan,51,14,16,18,3,15,36,51,0,0,0,41,9,1,12,32,7
13/9/2023,Hospital Tengku Ampuan Afzan,Pahang,28,8,7,9,4,10,18,28,0,0,0,21,6,1,3,23,2
13/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,48,12,13,23,0,11,37,48,0,0,0,31,17,0,23,22,3
13/9/2023,Hospital Seberang Jaya,Pulau Pinang,59,17,15,23,4,18,41,59,0,0,0,53,6,0,24,19,16
13/9/2023,Hospital Pulau Pinang,Pulau Pinang,98,27,25,40,6,33,65,93,5,0,0,96,2,0,26,53,19
13/9/2023,Hospital Raja Permaisuri Bainun,Perak,100,23,31,43,3,13,87,96,4,0,0,51,49,0,31,61,8
13/9/2023,Hospital Taiping,Perak,54,13,21,19,1,10,44,54,0,0,0,23,0,31,10,35,9
13/9/2023,Hospital Seri Manjung,Perak,34,7,7,20,0,1,33,34,0,0,0,34,0,0,13,16,5
13/9/2023,Hospital Tengku Ampuan Rahimah,Selangor,69,15,17,30,7,12,57,69,0,0,0,64,5,0,19,32,18
13/9/2023,Hospital Sultanah Nur Zahirah,Terengganu,11,1,4,5,1,11,0,11,0,0,0,8,3,0,0,11,0
13/9/2023,Hospital Queen Elizabeth II,Sabah,97,15,23,55,4,5,92,97,0,0,0,63,34,0,44,33,20
13/9/2023,Hospital Duchess Of Kent,Sabah,3,0,0,3,0,1,2,3,0,0,0,3,0,0,0,1,2
13/9/2023,Hospital Tawau,Sabah,5,0,2,3,0,5,0,5,0,0,0,4,0,1,1,4,0
13/9/2023,Hospital Umum Sarawak,Sarawak,25,6,7,12,0,25,0,25,0,0,0,24,1,0,3,21,1
13/9/2023,Hospital Miri,Sarawak,39,11,10,15,3,39,0,39,0,0,0,38,1,0,14,15,10
13/9/2023,Hospital Sibu,Sarawak,30,6,8,11,5,6,24,30,0,0,0,30,0,0,8,16,6
13/9/2023,Pusat Darah Negara,Wilayah Persekutuan (Kuala Lumpur),629,142,191,250,45,120,509,606,15,8,0,542,81,6,126,388,115
14/9/2023,Hospital Sultanah Nora Ismail,Johor,5,0,2,1,2,5,0,5,0,0,0,5,0,0,0,4,1
14/9/2023,Hospital Sultanah Aminah,Johor,84,21,27,31,5,32,52,83,1,0,0,79,5,0,9,58,17
14/9/2023,Hospital Sultanah Bahiyah,Kedah,39,10,13,14,2,11,28,38,1,0,0,12,27,0,24,13,2
14/9/2023,Hospital Raja Perempuan Zainab II,Kelantan,98,19,24,44,11,15,83,98,0,0,0,38,3,57,57,17,24
14/9/2023,Hospital Melaka,Melaka,69,16,26,23,4,9,60,69,0,0,0,65,4,0,34,31,4
14/9/2023,Hospital Tuanku Jaafar,Negeri Sembilan,29,8,9,10,2,29,0,29,0,0,0,26,2,1,3,21,5
14/9/2023,Hospital Tengku Ampuan Afzan,Pahang,57,13,20,16,8,10,47,57,0,0,0,54,3,0,17,33,7
14/9/2023,Hospital Sultan Haji Ahmad Shah,Pahang,15,1,5,9,0,15,0,15,0,0,0,12,2,1,2,12,1
14/9/2023,Hospital Seberang Jaya,Pulau Pinang,62,16,18,25,3,10,52,62,0,0,0,60,2,0,5,47,10
14/9/2023,Hospital Pulau Pinang,Pulau Pinang,63,13,17,28,5,30,33,63,0,0,0,60,3,0,16,36,11
14/9/2023,Hospital Raja Permaisuri Bainun,Perak,130,30,44,45,11,11,119,126,4,0,0,34,26,70,26,74,30
